sourcebus	659473.1	5507121.2
MT3290976	659169.14	5507215.429
MT3518049	655753.379	5507981.104
MT3529409	658672.552	5507266.57
MT3538362	658356.522	5507284.618
MT3560779	655628.856	5506882.79
MT3626886	657041.251	5507014.439
MT3645760	655751.346	5508015.114
MT3649122	657001.732	5506956.392
MT3652192	657685.686	5507176.521
MT3661771	654637.032	5506840.451
MT3664648	655763.574	5507884.451
MT3667671	655980.465	5507168.388
MT3670236	657696.682	5507225.795
MT3671661	654637.115	5507182.581
MT3679139	653946.091	5507958.483
MT3683566	655622.131	5506845.567
MT3706622	655740.43	5508095.744
MT3709312	655756.377	5507917.135
MT3712239	657836.308	5507231.421
MT3721808	655736.606	5507629.382
MT3731054	654625.055	5506904.557
MT3747884	659206.172	5507211.426
MT3808297	654596.162	5507174.59
MT3808859	654599.199	5506798.35
MT3825093	658637.227	5507269.422
MT3828419	654309.949	5506766.46
MT3831011	654297.834	5507121.547
MT3838925	655023.625	5507559.309
MT3864742	654970.668	5507619.261
MT3875002	655875.247	5507156.44
MT3875003	655875.247	5507156.44
MT3934455	654272.034	5506760.472
MT3935315	655460.473	5507405.657
MT3971462	654321.199	5507125.596
MT3971737	654400.946	5506778.46
MT4009014	654399.62	5507815.327
MT4088811	656470.048	5507825.23
MT4153966	656480.116	5506813.702
MT4424533	659398.024	5507195.444
MT4443592	659015.154	5507228.428
MT4458968	656486.113	5506859.681
MT4478186	655792.504	5507707.915
MT4493796	659439.158	5507191.427
MT4507472	658432.452	5507283.619
MT4507603	655180.964	5507681.036
MT4508141	657166.372	5507138.424
MT4509294	656482.108	5507786.057
MT4517367	655809.721	5507157.426
MT4524117	655201.794	5507700.888
MT4535642	658857.154	5507242.429
MT4535656	655729.387	5508198.021
MT4582884	657149.902	5507112.975
MT4584208	657124.833	5507134.031
MT4592083	657125.312	5507006.433
MT4594031	653871.518	5507989.445
MT4609643	655723.982	5507421.318
MT4610024	657930.581	5507231.62
MT4634398	658477.508	5507282.619
MT4638938	659248.217	5507207.422
MT4639509	656498.112	5506944.675
MT4648818	655732.382	5508168.071
MT4654177	658282.458	5507286.619
MT4662151	655418.92	5507647.586
MT4709962	655735.4	5508130.915
MT4743639	657133.428	5507139.422
MT4750062	657979.577	5507229.62
MT4764808	655502.159	5506749.366
MT4773823	654827.377	5507590.1
MT4791196	659418.286	5507192.418
MT4806600	657165.264	5507003.437
MT4863596	654229.111	5507891.437
MT4865004	654575.063	5507178.515
MT4968390	657882.644	5507233.617
MT4968743	655136.176	5506981.347
MT4968988	655107.011	5507167.692
MT4989071	655187.309	5507414.427
MT5001467	657206.095	5507048.039
MT5001470	657208.39	5506999.429
MT5010959	656870.086	5506822.61
MT5012468	656860.101	5506741.718
MT5026033	654116.117	5507906.444
MT5058078	657192.087	5507083.059
MT5060568	659325.219	5507200.422
MT5061343	654583.033	5506881.705
MT5066622	658934.235	5507235.421
MT5069303	657205.293	5507136.429
MT5092704	654055.096	5507919.448
MT5095312	657226.911	5507011.017
MT5096090	655779.444	5507739.686
MT5097233	659365.254	5507197.42
MT5098186	656859.137	5507477.959
MT5099757	654855.264	5507616.001
MT5103933	655721.154	5507351.721
MT5109438	656875.489	5506880.252
MT5122298	657062.038	5507179.875
MT5149974	655488.004	5506812.638
MT5155669	658393.524	5507283.618
MT5175136	659053.215	5507224.423
MT5177674	657242.286	5507133.429
MT5190582	659090.219	5507221.422
MT5192212	655566.965	5507367.969
MT5197783	657710.402	5507245.427
MT5206551	655157.392	5507661.6
MT5208043	657009.189	5507018.446
MT5210677	655757.426	5507843.77
MT5211231	655726.402	5507606.692
MT5222540	655719.981	5507387.311
MT5230478	655718.386	5507551.559
MT5238654	655111.008	5507136.713
MT5242710	656916.081	5507343.094
MT5254598	655776.76	5507691.67
MT5259883	656508.11	5507019.662
MT5275056	655640.014	5506903.87
MT5283153	655635.338	5507283.68
MT5286235	656887.11	5507411.021
MT5312039	659508.101	5507186.433
MT5313256	656460.114	5506668.691
MT5316397	656856.105	5506705.755
MT5316935	655615.328	5507317.698
MT5339218	656091.206	5506651.466
MT5341151	656474.113	5506770.681
MT5343513	659128.232	5507218.421
MT5345433	654579.616	5507169.026
MT5356547	654841.365	5507495.723
MT5358625	654577.033	5506928.707
MT5364805	655727.98	5507457.3
MT5365891	658006.072	5507253.086
MT5366215	657254.271	5506997.437
MT5371652	655728.264	5507120.811
MT5381165	658974.176	5507232.426
MT5381541	655729.969	5507489.173
MT5387618	657999.868	5507290.948
MT5393486	654631.065	5506872.502
MT5402713	658551.646	5507278.612
MT5404577	654716.17	5507196.591
MT5405915	658894.237	5507238.421
MT5407179	655747.382	5508063.07
MT5407975	655766.209	5507046.921
MT5414012	659287.143	5507204.429
MT5430180	655127.008	5507013.719
MT5436966	655124.171	5507075.385
MT5442845	654774.401	5507513.124
MT5444071	656503.116	5506980.7
MT5446039	659477.36	5507166.19
MT5447684	655103.01	5507199.701
MT5449553	655213.244	5507653.995
MT5476698	654953.577	5507640.367
MT5479810	654998.626	5507588.308
MT5488952	655594.464	5507346.49
MT5495325	654910.386	5507665.41
MT5497275	655383.331	5507407.606
MT5497589	654922.206	5507664.431
MT5497992	658220.235	5507290.399
MT5498384	656901.135	5507376.963
MT5499356	658775.196	5507249.425
MT5499570	654488.03	5506791.472
MT5501638	655723.495	5508216.496
MT5501643	655723.4	5507586.675
MT5512351	655273.845	5507410.605
MT5518659	655534.686	5507379.569
MT5528903	654531.07	5507157.463
MT5530944	654933.637	5507663.296
MT5533278	655352.793	5507404.61
MT5540233	655242.178	5506955.02
MT5541703	655747.237	5507084.864
MT5542993	658588.725	5507274.604
MT5552115	654565.127	5507163.473
MT5554734	658247.46	5507286.619
MT5558075	654487.029	5506907.778
MT5561969	655142.581	5507656.352
MT5563055	655782.262	5507012.816
MT5566752	655408.995	5507413.551
MT5567108	655315.77	5507407.612
MT5569410	654497.706	5506808.807
MT5569691	654458.105	5507144.469
MT5574987	658695.175	5507258.427
MT5575687	654890.861	5507472.517
MT5576123	655380.755	5507652.602
MT5577518	655142.157	5506946.475
MT5578837	654418.071	5507137.463
MT5583431	655692.312	5507188.725
MT5588381	653998.885	5507936.503
MT5593192	656445.109	5506571.659
MT5598047	654681.146	5507190.586
MT5599670	655486.145	5506859.466
MT5600381	656514.123	5507061.762
MT5606806	654473.173	5506830.497
MT5608162	656700.929	5507538.473
MT5609835	657081.273	5507010.437
MT5616827	655770.445	5507776.683
MT5618577	658605.121	5507273.433
MT5628290	655656.305	5507248.738
MT5628398	655723.99	5507520.942
MT5631744	655492.917	5507390.497
MT5633401	658818.235	5507245.421
MT5638213	654582.983	5506847.462
MT5645690	655123.015	5507041.663
MT5645985	655951.077	5507149.466
MT5649088	656874.096	5507444.057
MT5651545	655348.176	5507652.995
MT5652518	655755.373	5507953.218
MT5652521	655755.821	5507657.765
MT5653984	654928.163	5507461.447
MT5654249	655115.63	5507687.293
MT5654252	655115.014	5507103.672
MT5654828	654350.183	5507130.593
MT5658546	657096.9	5507155.976
MT5662318	656895.381	5506900.658
MT5663430	655166.96	5507627.48
MT5666517	654884.375	5507640.098
MT5667957	656512.943	5507101.292
MT5673698	654425.064	5506781.477
MT5678598	655233.869	5507414.603
MT5694258	654372.287	5506779.624
MT5700113	655098.009	5507240.707
MT5702451	655673.37	5507218.629
MT5711756	655476.429	5506882.541
MT5718690	658734.124	5507254.432
MT5720571	654349.302	5506776.626
MT5721092	654491.021	5506867.866
MT5721462	654453.999	5506786.467
MT5722426	654383.064	5507131.462
MT5724004	654243.907	5506757.455
MT5724362	654495.047	5507151.459
MT8279687	655109.245	5507433.841
MT8279690	655076.331	5507437.006
MT8279712	654966.876	5507237.362
MT8279722	654945.659	5507234.759
MT8308595	654452.409	5508009.294
MT8308596	654413.114	5508260.532
MT8308601	654406.106	5508243.319
MT8308602	654386.099	5507983.623
MT8308605	654383.592	5508070.614
MT8308606	654375.003	5507970.764
MT8308609	654361.447	5508039.414
MT8308612	654347.096	5508192.594
MT8308615	654343.025	5508095.074
MT8308618	654306.932	5508202.769
MT8308623	654285.444	5508074.67
MT8308628	654281.478	5508002.891
MT8308631	654227.359	5508080.818
MT8308636	654312.231	5507911.995
MT8341721	654386.264	5508152.052
MT8404024	658154.967	5507288.66
MT8405036	658317.653	5507285.548
MT8435158	655238.486	5506989.741
MT8485856	654932.375	5507228.768
MT8485857	654860.006	5507217.451
MT8485858	654820.14	5507215.585
MT8485859	654787.135	5507209.584
MT8490662	656865.095	5506781.746
MT8491746	657175.614	5507093.003
MT8506388	655998.056	5507039.468
MT8506391	655983.213	5507213.37
MT8506394	655973.126	5507040.464
MT8506397	655963.101	5507127.669
MT8506400	655957.176	5507059.384
MT8506406	655953.395	5507016.029
MT8506409	655949.633	5506973.096
MT8506412	655946.141	5506932.889
MT8522380	655985.553	5507252.501
MT8522968	654310.473	5507931.444
MT8523103	654897.767	5507225.954
MT8555899	656453.067	5506620.584
MT8555900	656447.839	5506604.987
MT8573733	654578.266	5507159.807
MT8592785	654589.008	5506839.709
MT8592791	654544.75	5506842.443
MT8592796	654512.786	5506798.584
MT8592799	654511.849	5506838.372
MT8592804	654494.018	5506827.803
MT8592805	654495.885	5506837.813
MT8600001	654776.584	5507546.061
MT8602418	656220.737	5506810.292
MT8602419	656197.688	5506640.028
MT8602424	656174.292	5506482.714
MT8606079	656493.662	5506913.357
MT8614721	657667.167	5507248.266
MT8632057	656936.916	5507298.903
MT8633187	655986.982	5507147.924
MT8633193	655963.101	5507127.669
MT8633960	657624.58	5507250.594
MT8633963	657582.993	5507252.629
MT8633966	657565.538	5507253.446
MT8653207	655052.748	5507533.366
MT8657295	654598.881	5507046.292
MT8657298	654594.103	5507071.525
MT8677549	659469.276	5507188.674
MT8714489	654299.176	5508022.472
MT8714492	654338.395	5507996.328
MT8926083	655023.793	5507248.241
MT8926086	655051.835	5507254.709
MT8926104	655083.695	5507261.177
MT8926123	654990.024	5507240.092
MT8926150	655069.33	5507339.734
MT8926155	655083.207	5507311.957
MT8926288	655092.547	5507273.637
MT8953323	655102.078	5507336.443
MT8953462	655130.298	5507338.235
MT8956774	658183.539	5507287.618
MT9010789	656663.362	5507554.415
MT9134849	654435.913	5506504.779
MT9134985	654290.282	5506516.978
MT9134992	654261.339	5506513.93
MT9134996	654348.321	5506524.19
MT9135052	654415.838	5506532.497
MT9135055	654447.404	5506536.81
MT9135158	654457.155	5506492.071
MT9135194	654319.081	5506520.708
MT9135246	654429.22	5506526.472
MT9135258	654459.671	5506451.081
MT9135263	654447.128	5506480.254
MT9135270	654222.771	5506512.149
MT9135781	654425.247	5506547.818
MT9135848	654430.803	5506531.915
MT9136135	654173.344	5507880.615
MT9145883	654246.396	5506505.687
MT9145884	654249.063	5506482.889
MT9145885	654251.166	5506453.097
MT9145904	654243.668	5506510.5
MT9147942	654253.045	5506424.958
MT9147951	654239.824	5506294.46
MT9147954	654257.999	5506359.124
MT9147978	654265.348	5506284.642
MT9148002	654421.071	5506230.764
MT9148029	654407.119	5506260.596
MT9148036	654392.244	5506294.858
MT9148109	654381.883	5506310.011
MT9148348	654420.099	5506313.707
MT9191959	654420.667	5508037.311
MT9191980	654345.342	5508012.45
MT9207012	654261.335	5506299.317
MT9207017	654269.103	5506217.617
MT9207024	654275.884	5506138.912
MT9207415	654311.647	5506301.958
MT9268865	654256.627	5506385.697
MT9268877	654261.713	5506323.44
MT9272920	654272.427	5506174.796
MT9272971	654266.11	5506252.197
MT9272976	654277.524	5506297.77
MT9272977	654353.233	5506306.831
MT9305668	654416.86	5508100.936
MT9305672	654354.221	5507982.814
MT9305677	654316.145	5508007.784
MT9305682	654328.5	5507985.403
MT9305687	654346.126	5508072.373
MT9305694	654352.811	5508046.317
MT9305699	654353.139	5508128.704
MT9305704	654462.938	5508113.395
MT9305708	654258.325	5508044.735
MT9305713	654233.86	5508060.918
MT9305718	654324.4	5508239.201
MT9305725	654336.405	5508247.097
MT9305730	654352.207	5508177.812
MT9305735	654375.464	5508162.432
MT9305740	654393.25	5508256.568
MT9305746	654321.822	5508224.606
MT9305747	654386.264	5508152.052
MT9305752	654299.103	5508066.282
MT9305757	654303.018	5508050.813
MT9305762	654304.431	5508035.379
MT9305767	654293.415	5508018.252
MT9305772	654282.139	5508030.815
MT9305777	654421.876	5508013.221
MT9305782	654404.524	5508013.318
MT9305787	654360.121	5508251.58
MT9305792	654409.995	5508217.532
MT9305797	654414.194	5508191.625
MT9306057	654308.951	5507956.934
MT9306062	654519.05	5508120.582
MT9307638	654894.103	5507377.451
MT9307650	654931.753	5507382.901
MT9307658	654952.066	5507391.009
MT9307666	654971.53	5507395.073
MT9307706	654866.808	5507370.962
MT10051717	654548.196	5508275.983
MT10077140	654006.028	5507742.095
MT10077146	654053.992	5507743.886
MT10077152	654075.774	5507746.973
MT10077160	654098.848	5507813.057
MT10077167	654087.648	5507866.902
MT10077177	654005.923	5507904.589
MT10077180	653979.448	5507918.696
MT10077199	653898.094	5507735.369
MT10077206	653920.372	5507729.654
MT10077212	653941.076	5507739.67
MT10077351	653956.169	5507934.391
MT10244294	654827.28	5507365.141
MT10244295	654797.703	5507359.971
MT10244296	654760.458	5507352.549
MT10244297	654733.119	5507347.547
MT10244298	654698.498	5507341.574
MT10244956	654659.661	5507338.09
MT10476783	656468.024	5506973.652
MT10476804	658523.596	5507250.649
MT10479748	657276.749	5506979.744
MT10638066	657321.465	5507237.096
MT10638076	657347.424	5507238.542
MT10638080	657387.291	5507241.785
MT10638084	657426.673	5507248.78
MT10638088	657466.603	5507251.11
MT10638091	657506.537	5507253.372
MT10638094	657761.613	5507243.618
MT10638104	658117.848	5507310.406
MT10638123	657800.837	5507241.597
MT10638132	658140.765	5507312.354
MT10638135	658137.1	5507287.625
MT10638157	658019.022	5507253.615
MT10638161	658051.548	5507273.261
MT10638165	658084.673	5507291.879
MT10702463	654050.437	5507902.304
MT10833801	656140.008	5506388.62
MT10833808	656178.887	5506381.638
MT10833822	656053.938	5506401.631
MT10833827	656093.942	5506395.631
MT10834004	656162.755	5506381.893
MT10888840	654436.605	5508174.528
MT10888881	654538.582	5508166.126
MT10888884	654511.986	5508168.238
MT10888887	654485.144	5508170.532
MT10888890	654458.068	5508172.759
MT10888925	654580.602	5508278.577
MT10888928	654520.888	5508273.688
MT10888931	654492.309	5508271.259
MT10888934	654464.394	5508268.924
MT10888937	654438.547	5508266.562
MT11108444	655699.641	5506739.187
MT11108450	655680.149	5506742.405
MT11108456	655639.129	5506749.445
MT11108461	655476.992	5506768.473
MT11108469	655738.959	5506732.024
MT11108476	655774.642	5506726.13
MT11108479	655605.067	5506754.506
MT11108485	655574.27	5506760.439
MT11108490	655540.127	5506764.465
MT11108495	655510.662	5506769.518
MT11147100	655429.413	5506761.242
MT11151626	655496.737	5506771.446
MT11285478	655731.179	5507467.241
MT11285487	655818.953	5507457.464
MT11285491	655746.441	5507467.705
MT11285496	655699.971	5507474.528
MT11292322	655768.938	5507463.871
MT11315026	654604.224	5507325.367
MT11315029	654631.644	5507347.259
MT11315032	654668.526	5507378.912
MT11315035	654679.943	5507397.716
MT11315046	654581.717	5507478.314
MT11315049	654610.004	5507452.65
MT11315053	654685.942	5507407.596
MT11315056	654637.224	5507428.641
MT11315061	654661.347	5507408.94
MT11315113	654656.28	5507365.72
MT11315685	654558.874	5507498.6
MT11315694	654588.044	5507307.852
MT11316222	654526.903	5507525.299
MT11316229	654497.717	5507549.846
MT11316310	654473.824	5507571.286
MT11453406	654561.257	5508130.935
MT11763874	654401.943	5507336.62
MT11763884	654431.565	5507342.63
MT11763907	654436.928	5507343.846
MT11763914	654459.407	5507348.316
MT11763923	654488.732	5507354.032
MT11763932	654508.035	5507357.876
MT11764224	654313.752	5507318.605
MT11764232	654342.836	5507324.47
MT11764239	654372.659	5507330.533
MT11980173	657988.995	5507241.021
MT11980186	658532.88	5507280.433
MT11980191	659408.563	5507193.784
MT11980327	657189.933	5507098.329
MT11980331	657186.399	5507127.491
MT11980335	657177.493	5507166.603
MT11980337	657181.493	5507183.949
MT11980340	657205.832	5507192.101
MT11980347	657171.236	5507201.071
MT11980355	657230.506	5507200.458
MT11980361	657270.151	5507213.974
MT11980366	657287.428	5507219.871
MT11980369	657305.209	5507226.033
MT11980378	657650.881	5507249.348
MT11992490	656851.264	5506784.363
MT12017978	657168.216	5507098.662
MT12054459	656883.431	5506656.167
MT12054462	656864.39	5506657.744
MT12054480	656883.791	5506665.134
MT12054483	656865.352	5506666.773
MT12054730	657297.845	5506993.533
MT12168883	656759.858	5506870.495
MT12168890	656734.949	5506872.618
MT12168897	656699.081	5506875.676
MT12168905	656665.205	5506878.565
MT12168959	656853.45	5506868.016
MT12168967	656827.609	5506864.718
MT12168973	656793.733	5506867.606
MT12221529	659489.311	5507187.456
MT12228081	654145.578	5507900.469
MT12293426	655959.635	5507087.835
MT12422311	658012.417	5507244.954
MT12484627	655891.587	5506977.694
MT12484633	655912.03	5506977.132
MT12484636	655936.265	5506976.224
MT12531298	654232.868	5507973.001
MT12531305	654254.797	5507961.044
MT12531310	654277.964	5507954.534
MT12531672	654887.548	5507208.974
MT12531680	654890.136	5507191.853
MT12531703	654890.511	5507174.829
